,knockouts,carbon source,yield,slope
1711,"GAPD,PGK|RPI",f6p,0.753,2.156
1712,"GAPD,PGK|RPI",6pgc,0.695,2.156
1713,"GAPD,PGK|RPI",r5p,0.691,0.0
1714,"GAPD,PGK|RPI",succ,0.0,0.0
1715,"GAPD,PGK|RPI",xu5p_D,0.0,0.0
1716,"GAPD,PGK|RPI",2pg,0.0,0.0
1717,"GAPD,PGK|RPI",ac,0.0,0.0
1718,"GAPD,PGK|RPI",dhap,0.767,2.156
1719,"GAPD,PGK|RPI",electrons,0.0,0.0
1720,"GAPD,PGK|TKT1,TKT2",g6p,0.0,0.0
1721,"GAPD,PGK|TKT1,TKT2",f6p,0.0,0.0
1722,"GAPD,PGK|TKT1,TKT2",6pgc,0.0,0.0
1723,"GAPD,PGK|TKT1,TKT2",r5p,0.0,0.0
1724,"GAPD,PGK|TKT1,TKT2",succ,0.0,0.0
1725,"GAPD,PGK|TKT1,TKT2",xu5p_D,0.0,0.0
1726,"GAPD,PGK|TKT1,TKT2",2pg,0.0,0.0
1727,"GAPD,PGK|TKT1,TKT2",ac,0.0,0.0
1728,"GAPD,PGK|TKT1,TKT2",dhap,0.0,0.0
1729,"GAPD,PGK|TKT1,TKT2",electrons,0.0,0.0
1730,"GAPD,PGK|TALA",g6p,0.752,0.0
1731,"GAPD,PGK|TALA",f6p,0.752,0.0
1732,"GAPD,PGK|TALA",6pgc,0.704,0.0
1733,"GAPD,PGK|TALA",r5p,0.0,0.0
1734,"GAPD,PGK|TALA",succ,0.0,0.0
1735,"GAPD,PGK|TALA",xu5p_D,0.0,0.0
1736,"GAPD,PGK|TALA",2pg,0.0,0.0
1737,"GAPD,PGK|TALA",ac,0.0,0.0
1738,"GAPD,PGK|TALA",dhap,0.764,0.0
1739,"GAPD,PGK|TALA",electrons,0.0,0.0
1740,"GAPD,PGK|PPC",g6p,0.754,0.0
1741,"GAPD,PGK|PPC",f6p,0.754,0.0
1742,"GAPD,PGK|PPC",6pgc,0.706,0.0
1743,"GAPD,PGK|PPC",r5p,0.76,0.0
1744,"GAPD,PGK|PPC",succ,0.0,0.0
1745,"GAPD,PGK|PPC",xu5p_D,0.76,0.0
1746,"GAPD,PGK|PPC",2pg,0.0,0.0
1747,"GAPD,PGK|PPC",ac,0.0,0.0
1748,"GAPD,PGK|PPC",dhap,0.769,0.0
1749,"GAPD,PGK|PPC",electrons,0.0,0.0
1750,"GAPD,PGK|PPCK",g6p,0.754,0.0
1751,"GAPD,PGK|PPCK",f6p,0.754,0.0
1752,"GAPD,PGK|PPCK",6pgc,0.707,0.0
1753,"GAPD,PGK|PPCK",r5p,0.762,0.0
1754,"GAPD,PGK|PPCK",succ,0.0,0.0
1755,"GAPD,PGK|PPCK",xu5p_D,0.762,0.0
1756,"GAPD,PGK|PPCK",2pg,0.0,0.0
1757,"GAPD,PGK|PPCK",ac,0.0,0.0
1758,"GAPD,PGK|PPCK",dhap,0.771,0.0
1759,"GAPD,PGK|PPCK",electrons,0.0,0.0
1760,"GAPD,PGK|CS",g6p,0.0,0.0
1761,"GAPD,PGK|CS",f6p,0.0,0.0
1762,"GAPD,PGK|CS",6pgc,0.0,0.0
1763,"GAPD,PGK|CS",r5p,0.0,0.0
1764,"GAPD,PGK|CS",succ,0.0,0.0
1765,"GAPD,PGK|CS",xu5p_D,0.0,0.0
1766,"GAPD,PGK|CS",2pg,0.0,0.0
1767,"GAPD,PGK|CS",ac,0.0,0.0
1768,"GAPD,PGK|CS",dhap,0.0,0.0
1769,"GAPD,PGK|CS",electrons,0.0,0.0
1770,"GAPD,PGK|ACONTa,ACONTb",g6p,0.0,0.0
1771,"GAPD,PGK|ACONTa,ACONTb",f6p,0.0,0.0
1772,"GAPD,PGK|ACONTa,ACONTb",6pgc,0.0,0.0
1773,"GAPD,PGK|ACONTa,ACONTb",r5p,0.0,0.0
1774,"GAPD,PGK|ACONTa,ACONTb",succ,0.0,0.0
1775,"GAPD,PGK|ACONTa,ACONTb",xu5p_D,0.0,0.0
1776,"GAPD,PGK|ACONTa,ACONTb",2pg,0.0,0.0
1777,"GAPD,PGK|ACONTa,ACONTb",ac,0.0,0.0
1778,"GAPD,PGK|ACONTa,ACONTb",dhap,0.0,0.0
1779,"GAPD,PGK|ACONTa,ACONTb",electrons,0.0,0.0
1780,"GAPD,PGK|ALCD2x",g6p,0.754,0.0
1781,"GAPD,PGK|ALCD2x",f6p,0.754,0.0
1782,"GAPD,PGK|ALCD2x",6pgc,0.707,0.0
1783,"GAPD,PGK|ALCD2x",r5p,0.762,0.0
1784,"GAPD,PGK|ALCD2x",succ,0.0,0.0
1785,"GAPD,PGK|ALCD2x",xu5p_D,0.762,0.0
1786,"GAPD,PGK|ALCD2x",2pg,0.0,0.0
1787,"GAPD,PGK|ALCD2x",ac,0.0,0.0
1788,"GAPD,PGK|ALCD2x",dhap,0.771,0.0
1789,"GAPD,PGK|ALCD2x",electrons,0.0,0.0
1790,"GAPD,PGK|ACALD",g6p,0.754,0.0
1791,"GAPD,PGK|ACALD",f6p,0.754,0.0
1792,"GAPD,PGK|ACALD",6pgc,0.707,0.0
1793,"GAPD,PGK|ACALD",r5p,0.762,0.0
1794,"GAPD,PGK|ACALD",succ,0.0,0.0
1795,"GAPD,PGK|ACALD",xu5p_D,0.762,0.0
1796,"GAPD,PGK|ACALD",2pg,0.0,0.0
1797,"GAPD,PGK|ACALD",ac,0.0,0.0
1798,"GAPD,PGK|ACALD",dhap,0.771,0.0
1799,"GAPD,PGK|ACALD",electrons,0.0,0.0
1800,PGM|ENO,g6p,0.723,0.0
1801,PGM|ENO,f6p,0.723,0.0
1802,PGM|ENO,6pgc,0.677,0.0
1803,PGM|ENO,r5p,0.725,0.0
1804,PGM|ENO,succ,0.481,12.463
1805,PGM|ENO,xu5p_D,0.725,0.0
1806,PGM|ENO,2pg,0.0,0.0
1807,PGM|ENO,ac,0.481,12.463
1808,PGM|ENO,dhap,0.735,0.0
1809,PGM|ENO,electrons,0.468,45.595
1810,PGM|PYK,g6p,0.723,0.0
1811,PGM|PYK,f6p,0.723,0.0
1812,PGM|PYK,6pgc,0.677,0.0
1813,PGM|PYK,r5p,0.725,0.0
1814,PGM|PYK,succ,0.481,12.463
1815,PGM|PYK,xu5p_D,0.725,0.0
1816,PGM|PYK,2pg,0.545,12.463
1817,PGM|PYK,ac,0.481,12.463
1818,PGM|PYK,dhap,0.735,0.0
1819,PGM|PYK,electrons,0.468,45.595
1820,PGM|PPS,g6p,0.723,0.0
1821,PGM|PPS,f6p,0.723,0.0
1822,PGM|PPS,6pgc,0.677,0.0
1823,PGM|PPS,r5p,0.725,0.0
1824,PGM|PPS,succ,0.481,12.463
1825,PGM|PPS,xu5p_D,0.725,0.0
1826,PGM|PPS,2pg,0.612,12.463
1827,PGM|PPS,ac,0.481,12.463
1828,PGM|PPS,dhap,0.735,0.0
1829,PGM|PPS,electrons,0.434,55.75
1830,PGM|PDH,g6p,0.677,0.0
1831,PGM|PDH,f6p,0.677,0.0
1832,PGM|PDH,6pgc,0.632,0.0
1833,PGM|PDH,r5p,0.679,0.0
1834,PGM|PDH,succ,0.411,12.463
1835,PGM|PDH,xu5p_D,0.679,0.0
1836,PGM|PDH,2pg,0.521,12.463
1837,PGM|PDH,ac,0.481,12.463
1838,PGM|PDH,dhap,0.688,0.0
1839,PGM|PDH,electrons,0.458,45.595
1840,PGM|PFL,g6p,0.723,0.0
1841,PGM|PFL,f6p,0.723,0.0
1842,PGM|PFL,6pgc,0.677,0.0
1843,PGM|PFL,r5p,0.725,0.0
1844,PGM|PFL,succ,0.481,12.463
1845,PGM|PFL,xu5p_D,0.725,0.0
1846,PGM|PFL,2pg,0.612,12.463
1847,PGM|PFL,ac,0.481,12.463
1848,PGM|PFL,dhap,0.735,0.0
1849,PGM|PFL,electrons,0.468,45.595
1850,"PGM|G6PDH2r,PGL",g6p,0.0,0.0
1851,"PGM|G6PDH2r,PGL",f6p,0.0,0.0
1852,"PGM|G6PDH2r,PGL",6pgc,0.0,0.0
1853,"PGM|G6PDH2r,PGL",r5p,0.0,0.0
1854,"PGM|G6PDH2r,PGL",succ,0.481,12.463
1855,"PGM|G6PDH2r,PGL",xu5p_D,0.0,0.0
1856,"PGM|G6PDH2r,PGL",2pg,0.612,12.463
1857,"PGM|G6PDH2r,PGL",ac,0.481,12.463
1858,"PGM|G6PDH2r,PGL",dhap,0.0,0.0
1859,"PGM|G6PDH2r,PGL",electrons,0.0,0.0
1860,PGM|GND,g6p,0.723,0.0
1861,PGM|GND,f6p,0.723,0.0
1862,PGM|GND,6pgc,0.673,0.0
1863,PGM|GND,r5p,0.725,0.0
1864,PGM|GND,succ,0.481,12.463
1865,PGM|GND,xu5p_D,0.725,0.0
1866,PGM|GND,2pg,0.612,12.463
1867,PGM|GND,ac,0.481,12.463
1868,PGM|GND,dhap,0.735,0.0
1869,PGM|GND,electrons,0.468,45.595
1870,"PGM|EDD,EDA",g6p,0.0,0.0
1871,"PGM|EDD,EDA",f6p,0.0,0.0
1872,"PGM|EDD,EDA",6pgc,0.0,0.0
1873,"PGM|EDD,EDA",r5p,0.0,0.0
1874,"PGM|EDD,EDA",succ,0.481,12.463
1875,"PGM|EDD,EDA",xu5p_D,0.0,0.0
1876,"PGM|EDD,EDA",2pg,0.612,12.463
1877,"PGM|EDD,EDA",ac,0.481,12.463
1878,"PGM|EDD,EDA",dhap,0.0,0.0
1879,"PGM|EDD,EDA",electrons,0.0,0.0
1880,PGM|RPE,g6p,0.723,0.0
1881,PGM|RPE,f6p,0.723,0.0
1882,PGM|RPE,6pgc,0.675,0.0
1883,PGM|RPE,r5p,0.575,16.321
1884,PGM|RPE,succ,0.0,0.0
1885,PGM|RPE,xu5p_D,0.723,0.0
1886,PGM|RPE,2pg,0.0,0.0
1887,PGM|RPE,ac,0.0,0.0
1888,PGM|RPE,dhap,0.734,0.0
1889,PGM|RPE,electrons,0.0,0.0
1890,PGM|RPI,g6p,0.699,2.156
1891,PGM|RPI,f6p,0.699,2.156
1892,PGM|RPI,6pgc,0.655,2.156
1893,PGM|RPI,r5p,0.691,0.0
1894,PGM|RPI,succ,0.0,0.0
1895,PGM|RPI,xu5p_D,0.546,20.476
1896,PGM|RPI,2pg,0.0,0.0
1897,PGM|RPI,ac,0.0,0.0
1898,PGM|RPI,dhap,0.71,2.156
1899,PGM|RPI,electrons,0.0,0.0
1900,"PGM|TKT1,TKT2",g6p,0.0,0.0
1901,"PGM|TKT1,TKT2",f6p,0.0,0.0
1902,"PGM|TKT1,TKT2",6pgc,0.0,0.0
1903,"PGM|TKT1,TKT2",r5p,0.0,0.0
1904,"PGM|TKT1,TKT2",succ,0.0,0.0
1905,"PGM|TKT1,TKT2",xu5p_D,0.0,0.0
1906,"PGM|TKT1,TKT2",2pg,0.0,0.0
1907,"PGM|TKT1,TKT2",ac,0.0,0.0
1908,"PGM|TKT1,TKT2",dhap,0.0,0.0
1909,"PGM|TKT1,TKT2",electrons,0.0,0.0
1910,PGM|TALA,g6p,0.723,0.0
1911,PGM|TALA,f6p,0.723,0.0
1912,PGM|TALA,6pgc,0.674,0.0
1913,PGM|TALA,r5p,0.57,17.017
1914,PGM|TALA,succ,0.0,0.0
1915,PGM|TALA,xu5p_D,0.57,17.017
1916,PGM|TALA,2pg,0.0,0.0
1917,PGM|TALA,ac,0.0,0.0
1918,PGM|TALA,dhap,0.734,0.0
1919,PGM|TALA,electrons,0.0,0.0
1920,PGM|PPC,g6p,0.723,0.0
1921,PGM|PPC,f6p,0.723,0.0
1922,PGM|PPC,6pgc,0.677,0.0
1923,PGM|PPC,r5p,0.725,0.0
1924,PGM|PPC,succ,0.481,12.463
1925,PGM|PPC,xu5p_D,0.725,0.0
1926,PGM|PPC,2pg,0.608,12.463
1927,PGM|PPC,ac,0.481,12.463
1928,PGM|PPC,dhap,0.735,0.0
1929,PGM|PPC,electrons,0.44,54.192
1930,PGM|PPCK,g6p,0.723,0.0
1931,PGM|PPCK,f6p,0.723,0.0
1932,PGM|PPCK,6pgc,0.677,0.0
1933,PGM|PPCK,r5p,0.725,0.0
1934,PGM|PPCK,succ,0.48,12.463
1935,PGM|PPCK,xu5p_D,0.725,0.0
1936,PGM|PPCK,2pg,0.612,12.463
1937,PGM|PPCK,ac,0.48,12.463
1938,PGM|PPCK,dhap,0.735,0.0
1939,PGM|PPCK,electrons,0.468,45.595
1940,PGM|CS,g6p,0.0,0.0
1941,PGM|CS,f6p,0.0,0.0
1942,PGM|CS,6pgc,0.0,0.0
1943,PGM|CS,r5p,0.0,0.0
1944,PGM|CS,succ,0.0,0.0
1945,PGM|CS,xu5p_D,0.0,0.0
1946,PGM|CS,2pg,0.0,0.0
1947,PGM|CS,ac,0.0,0.0
1948,PGM|CS,dhap,0.0,0.0
1949,PGM|CS,electrons,0.0,0.0
1950,"PGM|ACONTa,ACONTb",g6p,0.0,0.0
1951,"PGM|ACONTa,ACONTb",f6p,0.0,0.0
1952,"PGM|ACONTa,ACONTb",6pgc,0.0,0.0
1953,"PGM|ACONTa,ACONTb",r5p,0.0,0.0
1954,"PGM|ACONTa,ACONTb",succ,0.0,0.0
1955,"PGM|ACONTa,ACONTb",xu5p_D,0.0,0.0
1956,"PGM|ACONTa,ACONTb",2pg,0.0,0.0
1957,"PGM|ACONTa,ACONTb",ac,0.0,0.0
1958,"PGM|ACONTa,ACONTb",dhap,0.0,0.0
1959,"PGM|ACONTa,ACONTb",electrons,0.0,0.0
1960,PGM|ALCD2x,g6p,0.723,0.0
1961,PGM|ALCD2x,f6p,0.723,0.0
1962,PGM|ALCD2x,6pgc,0.677,0.0
1963,PGM|ALCD2x,r5p,0.725,0.0
1964,PGM|ALCD2x,succ,0.481,12.463
1965,PGM|ALCD2x,xu5p_D,0.725,0.0
1966,PGM|ALCD2x,2pg,0.612,12.463
1967,PGM|ALCD2x,ac,0.481,12.463
1968,PGM|ALCD2x,dhap,0.735,0.0
1969,PGM|ALCD2x,electrons,0.468,45.596
1970,PGM|ACALD,g6p,0.723,0.0
1971,PGM|ACALD,f6p,0.723,0.0
1972,PGM|ACALD,6pgc,0.677,0.0
1973,PGM|ACALD,r5p,0.725,0.0
1974,PGM|ACALD,succ,0.481,12.463
1975,PGM|ACALD,xu5p_D,0.725,0.0
1976,PGM|ACALD,2pg,0.612,12.463
1977,PGM|ACALD,ac,0.481,12.463
1978,PGM|ACALD,dhap,0.735,0.0
1979,PGM|ACALD,electrons,0.468,45.596
1980,ENO|PYK,g6p,0.723,0.0
1981,ENO|PYK,f6p,0.723,0.0
1982,ENO|PYK,6pgc,0.677,0.0
1983,ENO|PYK,r5p,0.725,0.0
1984,ENO|PYK,succ,0.481,12.463
1985,ENO|PYK,xu5p_D,0.725,0.0
1986,ENO|PYK,2pg,0.551,0.0
1987,ENO|PYK,ac,0.481,12.463
1988,ENO|PYK,dhap,0.735,0.0
1989,ENO|PYK,electrons,0.468,45.595
1990,ENO|PPS,g6p,0.723,0.0
1991,ENO|PPS,f6p,0.723,0.0
1992,ENO|PPS,6pgc,0.677,0.0
1993,ENO|PPS,r5p,0.725,0.0
1994,ENO|PPS,succ,0.481,12.463
1995,ENO|PPS,xu5p_D,0.725,0.0
1996,ENO|PPS,2pg,0.551,0.0
1997,ENO|PPS,ac,0.481,12.463
1998,ENO|PPS,dhap,0.735,0.0
1999,ENO|PPS,electrons,0.434,55.75
2000,ENO|PDH,g6p,0.677,0.0
2001,ENO|PDH,f6p,0.677,0.0
2002,ENO|PDH,6pgc,0.632,0.0
2003,ENO|PDH,r5p,0.679,0.0
2004,ENO|PDH,succ,0.411,12.463
2005,ENO|PDH,xu5p_D,0.679,0.0
2006,ENO|PDH,2pg,0.51,0.0
2007,ENO|PDH,ac,0.481,12.463
2008,ENO|PDH,dhap,0.688,0.0
2009,ENO|PDH,electrons,0.458,45.595
2010,ENO|PFL,g6p,0.723,0.0
2011,ENO|PFL,f6p,0.723,0.0
2012,ENO|PFL,6pgc,0.677,0.0
2013,ENO|PFL,r5p,0.725,0.0
2014,ENO|PFL,succ,0.481,12.463
2015,ENO|PFL,xu5p_D,0.725,0.0
2016,ENO|PFL,2pg,0.551,0.0
2017,ENO|PFL,ac,0.481,12.463
2018,ENO|PFL,dhap,0.735,0.0
2019,ENO|PFL,electrons,0.468,45.595
2020,"ENO|G6PDH2r,PGL",g6p,0.0,0.0
2021,"ENO|G6PDH2r,PGL",f6p,0.0,0.0
2022,"ENO|G6PDH2r,PGL",6pgc,0.0,0.0
2023,"ENO|G6PDH2r,PGL",r5p,0.0,0.0
2024,"ENO|G6PDH2r,PGL",succ,0.481,12.463
2025,"ENO|G6PDH2r,PGL",xu5p_D,0.0,0.0
2026,"ENO|G6PDH2r,PGL",2pg,0.0,0.0
2027,"ENO|G6PDH2r,PGL",ac,0.481,12.463
2028,"ENO|G6PDH2r,PGL",dhap,0.0,0.0
2029,"ENO|G6PDH2r,PGL",electrons,0.0,0.0
2030,ENO|GND,g6p,0.723,0.0
2031,ENO|GND,f6p,0.723,0.0
2032,ENO|GND,6pgc,0.673,0.0
2033,ENO|GND,r5p,0.725,0.0
2034,ENO|GND,succ,0.481,12.463
2035,ENO|GND,xu5p_D,0.725,0.0
2036,ENO|GND,2pg,0.551,0.0
2037,ENO|GND,ac,0.481,12.463
2038,ENO|GND,dhap,0.735,0.0
2039,ENO|GND,electrons,0.468,45.595
2040,"ENO|EDD,EDA",g6p,0.0,0.0
2041,"ENO|EDD,EDA",f6p,0.0,0.0
2042,"ENO|EDD,EDA",6pgc,0.0,0.0
2043,"ENO|EDD,EDA",r5p,0.0,0.0
2044,"ENO|EDD,EDA",succ,0.481,12.463
2045,"ENO|EDD,EDA",xu5p_D,0.0,0.0
2046,"ENO|EDD,EDA",2pg,0.0,0.0
2047,"ENO|EDD,EDA",ac,0.481,12.463
2048,"ENO|EDD,EDA",dhap,0.0,0.0
2049,"ENO|EDD,EDA",electrons,0.0,0.0
2050,ENO|RPE,g6p,0.723,0.0
2051,ENO|RPE,f6p,0.723,0.0
2052,ENO|RPE,6pgc,0.675,0.0
2053,ENO|RPE,r5p,0.575,16.321
2054,ENO|RPE,succ,0.0,0.0
2055,ENO|RPE,xu5p_D,0.723,0.0
2056,ENO|RPE,2pg,0.551,0.0
2057,ENO|RPE,ac,0.0,0.0
2058,ENO|RPE,dhap,0.734,0.0
2059,ENO|RPE,electrons,0.0,0.0
2060,ENO|RPI,g6p,0.699,2.156
2061,ENO|RPI,f6p,0.699,2.156
2062,ENO|RPI,6pgc,0.655,2.156
2063,ENO|RPI,r5p,0.691,0.0
2064,ENO|RPI,succ,0.0,0.0
2065,ENO|RPI,xu5p_D,0.546,20.476
2066,ENO|RPI,2pg,0.533,2.156
2067,ENO|RPI,ac,0.0,0.0
2068,ENO|RPI,dhap,0.71,2.156
2069,ENO|RPI,electrons,0.0,0.0
2070,"ENO|TKT1,TKT2",g6p,0.0,0.0
2071,"ENO|TKT1,TKT2",f6p,0.0,0.0
2072,"ENO|TKT1,TKT2",6pgc,0.0,0.0
2073,"ENO|TKT1,TKT2",r5p,0.0,0.0
2074,"ENO|TKT1,TKT2",succ,0.0,0.0
2075,"ENO|TKT1,TKT2",xu5p_D,0.0,0.0
2076,"ENO|TKT1,TKT2",2pg,0.0,0.0
2077,"ENO|TKT1,TKT2",ac,0.0,0.0
2078,"ENO|TKT1,TKT2",dhap,0.0,0.0
2079,"ENO|TKT1,TKT2",electrons,0.0,0.0
2080,ENO|TALA,g6p,0.723,0.0
2081,ENO|TALA,f6p,0.723,0.0
2082,ENO|TALA,6pgc,0.674,0.0
2083,ENO|TALA,r5p,0.57,17.017
2084,ENO|TALA,succ,0.0,0.0
2085,ENO|TALA,xu5p_D,0.57,17.017
2086,ENO|TALA,2pg,0.551,0.0
2087,ENO|TALA,ac,0.0,0.0
2088,ENO|TALA,dhap,0.734,0.0
2089,ENO|TALA,electrons,0.0,0.0
2090,ENO|PPC,g6p,0.723,0.0
2091,ENO|PPC,f6p,0.723,0.0
2092,ENO|PPC,6pgc,0.677,0.0
2093,ENO|PPC,r5p,0.725,0.0
2094,ENO|PPC,succ,0.481,12.463
2095,ENO|PPC,xu5p_D,0.725,0.0
2096,ENO|PPC,2pg,0.551,0.0
2097,ENO|PPC,ac,0.481,12.463
2098,ENO|PPC,dhap,0.735,0.0
2099,ENO|PPC,electrons,0.44,54.192
2100,ENO|PPCK,g6p,0.723,0.0
2101,ENO|PPCK,f6p,0.723,0.0
2102,ENO|PPCK,6pgc,0.677,0.0
2103,ENO|PPCK,r5p,0.725,0.0
2104,ENO|PPCK,succ,0.48,12.463
2105,ENO|PPCK,xu5p_D,0.725,0.0
2106,ENO|PPCK,2pg,0.551,0.0
2107,ENO|PPCK,ac,0.48,12.463
2108,ENO|PPCK,dhap,0.735,0.0
2109,ENO|PPCK,electrons,0.468,45.595
2110,ENO|CS,g6p,0.0,0.0
2111,ENO|CS,f6p,0.0,0.0
2112,ENO|CS,6pgc,0.0,0.0
2113,ENO|CS,r5p,0.0,0.0
2114,ENO|CS,succ,0.0,0.0
2115,ENO|CS,xu5p_D,0.0,0.0
2116,ENO|CS,2pg,0.0,0.0
2117,ENO|CS,ac,0.0,0.0
2118,ENO|CS,dhap,0.0,0.0
2119,ENO|CS,electrons,0.0,0.0
2120,"ENO|ACONTa,ACONTb",g6p,0.0,0.0
2121,"ENO|ACONTa,ACONTb",f6p,0.0,0.0
2122,"ENO|ACONTa,ACONTb",6pgc,0.0,0.0
2123,"ENO|ACONTa,ACONTb",r5p,0.0,0.0
2124,"ENO|ACONTa,ACONTb",succ,0.0,0.0
2125,"ENO|ACONTa,ACONTb",xu5p_D,0.0,0.0
2126,"ENO|ACONTa,ACONTb",2pg,0.0,0.0
2127,"ENO|ACONTa,ACONTb",ac,0.0,0.0
2128,"ENO|ACONTa,ACONTb",dhap,0.0,0.0
2129,"ENO|ACONTa,ACONTb",electrons,0.0,0.0
2130,ENO|ALCD2x,g6p,0.723,0.0
2131,ENO|ALCD2x,f6p,0.723,0.0
2132,ENO|ALCD2x,6pgc,0.677,0.0
2133,ENO|ALCD2x,r5p,0.725,0.0
2134,ENO|ALCD2x,succ,0.481,12.463
2135,ENO|ALCD2x,xu5p_D,0.725,0.0
2136,ENO|ALCD2x,2pg,0.551,0.0
2137,ENO|ALCD2x,ac,0.481,12.463
2138,ENO|ALCD2x,dhap,0.735,0.0
2139,ENO|ALCD2x,electrons,0.468,45.596
2140,ENO|ACALD,g6p,0.723,0.0
2141,ENO|ACALD,f6p,0.723,0.0
2142,ENO|ACALD,6pgc,0.677,0.0
2143,ENO|ACALD,r5p,0.725,0.0
2144,ENO|ACALD,succ,0.481,12.463
2145,ENO|ACALD,xu5p_D,0.725,0.0
2146,ENO|ACALD,2pg,0.551,0.0
2147,ENO|ACALD,ac,0.481,12.463
2148,ENO|ACALD,dhap,0.735,0.0
2149,ENO|ACALD,electrons,0.468,45.596
2150,PYK|PPS,g6p,0.772,0.0
2151,PYK|PPS,f6p,0.772,0.0
2152,PYK|PPS,6pgc,0.725,0.0
2153,PYK|PPS,r5p,0.784,0.0
2154,PYK|PPS,succ,0.553,0.0
2155,PYK|PPS,xu5p_D,0.784,0.0
2156,PYK|PPS,2pg,0.642,0.0
2157,PYK|PPS,ac,0.54,0.0
2158,PYK|PPS,dhap,0.825,0.0
2159,PYK|PPS,electrons,0.493,45.595
2160,PYK|PDH,g6p,0.735,0.0
2161,PYK|PDH,f6p,0.735,0.0
2162,PYK|PDH,6pgc,0.69,0.0
2163,PYK|PDH,r5p,0.747,0.0
2164,PYK|PDH,succ,0.494,0.0
2165,PYK|PDH,xu5p_D,0.747,0.0
2166,PYK|PDH,2pg,0.564,0.0
2167,PYK|PDH,ac,0.54,0.0
2168,PYK|PDH,dhap,0.76,0.0
2169,PYK|PDH,electrons,0.482,45.595
2170,PYK|PFL,g6p,0.772,0.0
2171,PYK|PFL,f6p,0.772,0.0
2172,PYK|PFL,6pgc,0.725,0.0
2173,PYK|PFL,r5p,0.784,0.0
2174,PYK|PFL,succ,0.553,0.0
2175,PYK|PFL,xu5p_D,0.784,0.0
2176,PYK|PFL,2pg,0.642,0.0
2177,PYK|PFL,ac,0.54,0.0
2178,PYK|PFL,dhap,0.825,0.0
2179,PYK|PFL,electrons,0.493,45.595
2180,"PYK|G6PDH2r,PGL",g6p,0.772,0.0
2181,"PYK|G6PDH2r,PGL",f6p,0.772,0.0
2182,"PYK|G6PDH2r,PGL",6pgc,0.725,0.0
2183,"PYK|G6PDH2r,PGL",r5p,0.784,0.0
2184,"PYK|G6PDH2r,PGL",succ,0.553,0.0
2185,"PYK|G6PDH2r,PGL",xu5p_D,0.784,0.0
2186,"PYK|G6PDH2r,PGL",2pg,0.642,0.0
2187,"PYK|G6PDH2r,PGL",ac,0.54,0.0
2188,"PYK|G6PDH2r,PGL",dhap,0.825,0.0
2189,"PYK|G6PDH2r,PGL",electrons,0.493,45.595
2190,PYK|GND,g6p,0.772,0.0
2191,PYK|GND,f6p,0.772,0.0
2192,PYK|GND,6pgc,0.713,0.0
2193,PYK|GND,r5p,0.784,0.0
2194,PYK|GND,succ,0.553,0.0
2195,PYK|GND,xu5p_D,0.784,0.0
2196,PYK|GND,2pg,0.642,0.0
2197,PYK|GND,ac,0.54,0.0
2198,PYK|GND,dhap,0.825,0.0
2199,PYK|GND,electrons,0.493,45.595
2200,"PYK|EDD,EDA",g6p,0.772,0.0
2201,"PYK|EDD,EDA",f6p,0.772,0.0
2202,"PYK|EDD,EDA",6pgc,0.722,0.0
2203,"PYK|EDD,EDA",r5p,0.784,0.0
2204,"PYK|EDD,EDA",succ,0.553,0.0
2205,"PYK|EDD,EDA",xu5p_D,0.784,0.0
2206,"PYK|EDD,EDA",2pg,0.642,0.0
2207,"PYK|EDD,EDA",ac,0.54,0.0
2208,"PYK|EDD,EDA",dhap,0.825,0.0
2209,"PYK|EDD,EDA",electrons,0.493,45.595
2210,PYK|RPE,g6p,0.772,0.0
2211,PYK|RPE,f6p,0.772,0.0
2212,PYK|RPE,6pgc,0.718,0.0
2213,PYK|RPE,r5p,0.685,13.53
2214,PYK|RPE,succ,0.551,0.0
2215,PYK|RPE,xu5p_D,0.781,0.0
2216,PYK|RPE,2pg,0.64,0.0
2217,PYK|RPE,ac,0.537,0.0
2218,PYK|RPE,dhap,0.823,0.0
2219,PYK|RPE,electrons,0.0,0.0
2220,PYK|RPI,g6p,0.755,2.156
2221,PYK|RPI,f6p,0.755,2.156
2222,PYK|RPI,6pgc,0.696,2.156
2223,PYK|RPI,r5p,0.691,0.0
2224,PYK|RPI,succ,0.539,2.156
2225,PYK|RPI,xu5p_D,0.654,17.447
2226,PYK|RPI,2pg,0.623,2.156
2227,PYK|RPI,ac,0.529,2.156
2228,PYK|RPI,dhap,0.801,2.156
2229,PYK|RPI,electrons,0.0,0.0
2230,"PYK|TKT1,TKT2",g6p,0.0,0.0
2231,"PYK|TKT1,TKT2",f6p,0.0,0.0
2232,"PYK|TKT1,TKT2",6pgc,0.0,0.0
2233,"PYK|TKT1,TKT2",r5p,0.0,0.0
2234,"PYK|TKT1,TKT2",succ,0.0,0.0
2235,"PYK|TKT1,TKT2",xu5p_D,0.0,0.0
2236,"PYK|TKT1,TKT2",2pg,0.0,0.0
2237,"PYK|TKT1,TKT2",ac,0.0,0.0
2238,"PYK|TKT1,TKT2",dhap,0.0,0.0
2239,"PYK|TKT1,TKT2",electrons,0.0,0.0
2240,PYK|TALA,g6p,0.772,0.0
2241,PYK|TALA,f6p,0.772,0.0
2242,PYK|TALA,6pgc,0.715,0.0
2243,PYK|TALA,r5p,0.679,14.186
2244,PYK|TALA,succ,0.552,0.0
